LLAVE,CANAL,CATEGORIA,TIPO_PROD,FABRICACION,PIEZAS,SUB_TOTAL,COSTO
PLANTAMAYORISTASCALZADOARMADO,PLANTA,MAYORISTAS,CALZADO,ARMADO,57975,16305908.28,12644083.1
PLANTADETALLISTASCALZADOINYECTADO,PLANTA,DETALLISTAS,CALZADO,INYECTADO,9368,2345501.61,1347857.329
PLANTACONSIGNACIONCALZADOINYECTADO,PLANTA,CONSIGNACION,CALZADO,INYECTADO,2089,452373,254880.7359
PLANTACONSIGNACIONCALZADOARMADO,PLANTA,CONSIGNACION,CALZADO,ARMADO,3508,1294692,740611.136
PLANTACONSIGNACIONMATERIA PRIMA,PLANTA,CONSIGNACION,MATERIA PRIMA,,1600,16000,9760
PLANTADETALLISTASCALZADOARMADO,PLANTA,DETALLISTAS,CALZADO,ARMADO,11738,4554373.25,2528917.482
PLANTAVENTA ESPECIALIZADACALZADOARMADO,PLANTA,VENTA ESPECIALIZADA,CALZADO,ARMADO,1885,849350,461327.5969
PLANTAVENTA ESPECIALIZADACALZADOINYECTADO,PLANTA,VENTA ESPECIALIZADA,CALZADO,INYECTADO,-1,-470,-229.9125
PLANTADETALLISTASMATERIA PRIMA,PLANTA,DETALLISTAS,MATERIA PRIMA,,100,1000,610
PLANTAALMACEN GENERAL 00CALZADOARMADO,PLANTA,ALMACEN GENERAL 00,CALZADO,ARMADO,377,139172,70807.0206
PLANTAALMACEN GENERAL 00CALZADOINYECTADO,PLANTA,ALMACEN GENERAL 00,CALZADO,INYECTADO,3,835.2,532.4007
PLANTACLIENTES DIRECTOSCALZADOARMADO,PLANTA,CLIENTES DIRECTOS,CALZADO,ARMADO,385,200200,101616.3241
PLANTATIENDA EN LINEAROPAPLAYERA,PLANTA,TIENDA EN LINEA,ROPA,PLAYERA,-2,-376.29,-234
PLANTATIENDA EN LINEACALZADOARMADO,PLANTA,TIENDA EN LINEA,CALZADO,ARMADO,25806,418564.33,4757839.796
PLANTATIENDA EN LINEAACCESORIOSPLANTILLA,PLANTA,TIENDA EN LINEA,ACCESORIOS,PLANTILLA,-3,-129.3,-42.6
PLANTATIENDA EN LINEAVARIOS,PLANTA,TIENDA EN LINEA,VARIOS,,-8,-860.37,0
PLANTAAHAVAVARIOS,PLANTA,AHAVA,VARIOS,,-3,-20396.04,0
PLANTATIENDA EN LINEACALZADOINYECTADO,PLANTA,TIENDA EN LINEA,CALZADO,INYECTADO,5375,101072.19,684801.6387
PLANTAJURIDICOCALZADOARMADO,PLANTA,JURIDICO,CALZADO,ARMADO,116,50212,28708.1209
PLANTACADENAS DE ZAPATERIASROPACHAMARRA,PLANTA,CADENAS DE ZAPATERIAS,ROPA,CHAMARRA,-1,-500,-300
PLANTATIENDA EN LINEAACCESORIOSLLAVERO,PLANTA,TIENDA EN LINEA,ACCESORIOS,LLAVERO,-1,-30.17,-9
PLANTAJURIDICOCALZADOINYECTADO,PLANTA,JURIDICO,CALZADO,INYECTADO,117,26915,15540.9033
